METADATA,ASHRAE,RESIDENTIAL
MONTHLY,0.98,1.00,0.95,0.95,0.95,0.96,0.98,0.98,0.95,0.96,0.96,1.00
DAY,HOUR,OCCUPANCY,APPLIANCES,LIGHTING,WATER,HEATING,COOLING,PROCESSES,SERVERS,ELECTROMOBILITY
SUNDAY,5,1.00,0.20,0.10,0.05,SETBACK,SETBACK,0.00,0.05,0.15
SUNDAY,6,1.00,0.25,0.12,0.10,SETPOINT,SETPOINT,0.00,0.05,0.08
SUNDAY,7,0.95,0.35,0.25,0.30,SETPOINT,SETPOINT,0.00,0.05,0.03
SUNDAY,8,0.85,0.55,0.50,0.65,SETPOINT,SETPOINT,0.00,0.05,0.00
SUNDAY,9,0.70,0.65,0.45,0.80,SETPOINT,SETPOINT,0.00,0.05,0.00
SUNDAY,10,0.60,0.60,0.25,0.55,SETPOINT,SETPOINT,0.00,0.05,0.00
SUNDAY,11,0.55,0.55,0.15,0.45,SETPOINT,SETPOINT,0.00,0.05,0.02
SUNDAY,12,0.50,0.55,0.12,0.40,SETPOINT,SETPOINT,0.00,0.05,0.04
SUNDAY,13,0.50,0.60,0.12,0.45,SETPOINT,SETPOINT,0.00,0.05,0.06
SUNDAY,14,0.50,0.55,0.12,0.40,SETPOINT,SETPOINT,0.00,0.05,0.08
SUNDAY,15,0.55,0.55,0.12,0.35,SETPOINT,SETPOINT,0.00,0.05,0.12
SUNDAY,16,0.60,0.60,0.15,0.40,SETPOINT,SETPOINT,0.00,0.05,0.25
SUNDAY,17,0.70,0.70,0.25,0.55,SETPOINT,SETPOINT,0.00,0.05,0.55
SUNDAY,18,0.80,0.85,0.50,0.75,SETPOINT,SETPOINT,0.00,0.05,0.85
SUNDAY,19,0.90,1.00,0.75,1.00,SETPOINT,SETPOINT,0.00,0.05,1.00
SUNDAY,20,0.95,0.90,0.90,0.85,SETPOINT,SETPOINT,0.00,0.05,0.95
SUNDAY,21,1.00,0.75,1.00,0.60,SETPOINT,SETPOINT,0.00,0.05,0.85
SUNDAY,22,1.00,0.55,0.85,0.35,SETBACK,SETPOINT,0.00,0.05,0.70
SUNDAY,23,1.00,0.40,0.60,0.20,SETBACK,SETPOINT,0.00,0.05,0.50
SUNDAY,24,1.00,0.35,0.40,0.12,SETBACK,SETBACK,0.00,0.05,0.38
