METADATA,ASHRAE,ASSEMBLY
MONTHLY,0.95,1.00,0.92,0.95,0.96,0.94,0.95,0.95,0.93,0.96,0.95,1.00
DAY,HOUR,OCCUPANCY,APPLIANCES,LIGHTING,WATER,HEATING,COOLING,PROCESSES,SERVERS,ELECTROMOBILITY
SATURDAY,7,0.05,0.07,0.15,0.07,SETBACK,SETBACK,0.00,0.05,0.05
SATURDAY,8,0.12,0.18,0.21,0.23,SETPOINT,SETPOINT,0.00,0.05,0.09
SATURDAY,9,0.25,0.29,0.33,0.24,SETPOINT,SETPOINT,0.00,0.05,0.23
SATURDAY,10,0.45,0.46,0.51,0.43,SETPOINT,SETPOINT,0.00,0.05,0.41
SATURDAY,11,0.60,0.59,0.64,0.56,SETPOINT,SETPOINT,0.00,0.05,0.59
SATURDAY,12,0.70,0.67,0.73,0.75,SETPOINT,SETPOINT,0.00,0.05,0.68
SATURDAY,13,0.70,0.67,0.73,0.75,SETPOINT,SETPOINT,0.00,0.05,0.68
SATURDAY,14,0.65,0.63,0.69,0.61,SETPOINT,SETPOINT,0.00,0.05,0.63
SATURDAY,15,0.60,0.59,0.64,0.56,SETPOINT,SETPOINT,0.00,0.05,0.59
SATURDAY,16,0.65,0.63,0.69,0.61,SETPOINT,SETPOINT,0.00,0.05,0.54
SATURDAY,17,0.75,0.72,0.78,0.70,SETPOINT,SETPOINT,0.00,0.05,0.50
SATURDAY,18,0.95,0.89,0.95,0.97,SETPOINT,SETPOINT,0.00,0.05,0.41
SATURDAY,19,1.00,0.93,1.00,1.00,SETPOINT,SETPOINT,0.00,0.05,0.32
SATURDAY,20,0.95,0.89,0.95,0.88,SETPOINT,SETPOINT,0.00,0.05,0.23
SATURDAY,21,0.80,0.76,0.82,0.74,SETPOINT,SETPOINT,0.00,0.05,0.14
SATURDAY,22,0.60,0.59,0.64,0.56,SETPOINT,SETPOINT,0.00,0.05,0.07
SATURDAY,23,0.35,0.38,0.42,0.34,SETPOINT,SETPOINT,0.00,0.05,0.03
SATURDAY,24,0.15,0.21,0.24,0.15,SETPOINT,SETPOINT,0.00,0.05,0.00
SUNDAY,1,0.02,0.05,0.12,0.04,SETBACK,SETBACK,0.00,0.05,0.00
SUNDAY,2,0.01,0.04,0.11,0.03,SETBACK,SETBACK,0.00,0.05,0.00
SUNDAY,3,0.00,0.03,0.10,0.02,SETBACK,SETBACK,0.00,0.05,0.00
SUNDAY,4,0.00,0.03,0.10,0.02,SETBACK,SETBACK,0.00,0.05,0.00
SUNDAY,5,0.02,0.05,0.12,0.04,SETBACK,SETBACK,0.00,0.05,0.00
SUNDAY,6,0.05,0.07,0.15,0.07,SETBACK,SETBACK,0.00,0.05,0.01
SUNDAY,7,0.12,0.18,0.21,0.13,SETPOINT,SETPOINT,0.00,0.05,0.03
SUNDAY,8,0.35,0.38,0.42,0.44,SETPOINT,SETPOINT,0.00,0.05,0.06
SUNDAY,9,0.70,0.67,0.73,0.65,SETPOINT,SETPOINT,0.00,0.05,0.15
SUNDAY,10,0.85,0.80,0.86,0.79,SETPOINT,SETPOINT,0.00,0.05,0.27
SUNDAY,11,0.80,0.76,0.82,0.74,SETPOINT,SETPOINT,0.00,0.05,0.39
SUNDAY,12,0.70,0.67,0.73,0.75,SETPOINT,SETPOINT,0.00,0.05,0.45
SUNDAY,13,0.50,0.51,0.55,0.57,SETPOINT,SETPOINT,0.00,0.05,0.45
SUNDAY,14,0.35,0.38,0.42,0.34,SETPOINT,SETPOINT,0.00,0.05,0.42
SUNDAY,15,0.30,0.34,0.37,0.29,SETPOINT,SETPOINT,0.00,0.05,0.39
SUNDAY,16,0.35,0.38,0.42,0.34,SETPOINT,SETPOINT,0.00,0.05,0.36
SUNDAY,17,0.40,0.42,0.46,0.38,SETPOINT,SETPOINT,0.00,0.05,0.33
SUNDAY,18,0.55,0.55,0.60,0.61,SETPOINT,SETPOINT,0.00,0.05,0.27
SUNDAY,19,0.65,0.63,0.69,0.71,SETPOINT,SETPOINT,0.00,0.05,0.21
SUNDAY,20,0.60,0.59,0.64,0.56,SETPOINT,SETPOINT,0.00,0.05,0.15
SUNDAY,21,0.45,0.46,0.51,0.43,SETPOINT,SETPOINT,0.00,0.05,0.09
SUNDAY,22,0.30,0.34,0.37,0.29,SETPOINT,SETPOINT,0.00,0.05,0.05
SUNDAY,23,0.15,0.21,0.24,0.15,SETPOINT,SETPOINT,0.00,0.05,0.02
SUNDAY,24,0.05,0.07,0.15,0.07,SETBACK,SETBACK,0.00,0.05,0.00
