METADATA,ASHRAE,STORAGE
MONTHLY,0.98,0.90,0.95,0.98,0.98,1.00,1.00,1.00,1.00,0.98,1.00,1.00
DAY,HOUR,OCCUPANCY,APPLIANCES,LIGHTING,WATER,HEATING,COOLING,PROCESSES,SERVERS,ELECTROMOBILITY
WEEKDAY,22,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
WEEKDAY,23,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
WEEKDAY,24,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
SATURDAY,1,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
SATURDAY,2,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
SATURDAY,3,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
SATURDAY,4,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
SATURDAY,5,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
SATURDAY,6,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
SATURDAY,7,0.05,0.07,0.09,0.03,SETPOINT,SETPOINT,0.00,0.10,0.01
SATURDAY,8,0.20,0.17,0.21,0.10,SETPOINT,SETPOINT,0.00,0.10,0.01
SATURDAY,9,0.35,0.24,0.33,0.17,SETPOINT,SETPOINT,0.00,0.10,0.04
SATURDAY,10,0.35,0.24,0.33,0.17,SETPOINT,SETPOINT,0.00,0.10,0.07
SATURDAY,11,0.35,0.24,0.33,0.17,SETPOINT,SETPOINT,0.00,0.10,0.10
SATURDAY,12,0.25,0.20,0.25,0.12,SETPOINT,SETPOINT,0.00,0.10,0.11
SATURDAY,13,0.25,0.20,0.25,0.12,SETPOINT,SETPOINT,0.00,0.10,0.11
SATURDAY,14,0.20,0.17,0.21,0.10,SETPOINT,SETPOINT,0.00,0.10,0.10
SATURDAY,15,0.15,0.15,0.17,0.08,SETPOINT,SETPOINT,0.00,0.10,0.10
SATURDAY,16,0.10,0.12,0.13,0.06,OFF,OFF,0.00,0.10,0.09
SATURDAY,17,0.05,0.07,0.09,0.03,OFF,OFF,0.00,0.10,0.08
SATURDAY,18,0.02,0.05,0.07,0.02,OFF,OFF,0.00,0.10,0.07
SATURDAY,19,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.05
SATURDAY,20,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.04
SATURDAY,21,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.02
SATURDAY,22,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.01
SATURDAY,23,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
SATURDAY,24,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
SUNDAY,1,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
SUNDAY,2,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
SUNDAY,3,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
SUNDAY,4,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
SUNDAY,5,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
SUNDAY,6,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
SUNDAY,7,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
SUNDAY,8,0.02,0.05,0.07,0.02,OFF,OFF,0.00,0.10,0.01
SUNDAY,9,0.05,0.07,0.09,0.03,OFF,OFF,0.00,0.10,0.01
SUNDAY,10,0.05,0.07,0.09,0.03,OFF,OFF,0.00,0.10,0.02
SUNDAY,11,0.05,0.07,0.09,0.03,OFF,OFF,0.00,0.10,0.03
SUNDAY,12,0.05,0.07,0.09,0.03,OFF,OFF,0.00,0.10,0.04
SUNDAY,13,0.05,0.07,0.09,0.03,OFF,OFF,0.00,0.10,0.04
SUNDAY,14,0.05,0.07,0.09,0.03,OFF,OFF,0.00,0.10,0.03
SUNDAY,15,0.05,0.07,0.09,0.03,OFF,OFF,0.00,0.10,0.03
SUNDAY,16,0.02,0.05,0.07,0.02,OFF,OFF,0.00,0.10,0.03
SUNDAY,17,0.02,0.05,0.07,0.02,OFF,OFF,0.00,0.10,0.03
SUNDAY,18,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.02
SUNDAY,19,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.02
SUNDAY,20,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.01
SUNDAY,21,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.01
SUNDAY,22,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
SUNDAY,23,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
SUNDAY,24,0.00,0.04,0.05,0.01,OFF,OFF,0.00,0.10,0.00
