METADATA,ASHRAE,INSTITUTIONAL
MONTHLY,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
DAY,HOUR,OCCUPANCY,APPLIANCES,LIGHTING,WATER,HEATING,COOLING,PROCESSES,SERVERS,ELECTROMOBILITY
SUNDAY,11,0.95,0.85,0.85,0.55,SETPOINT,SETPOINT,0.15,0.50,0.36
SUNDAY,12,1.00,1.00,0.90,0.80,SETPOINT,SETPOINT,0.15,0.50,0.41
SUNDAY,13,1.00,0.95,0.90,0.85,SETPOINT,SETPOINT,0.15,0.50,0.41
SUNDAY,14,0.95,0.85,0.85,0.60,SETPOINT,SETPOINT,0.15,0.50,0.39
SUNDAY,15,0.95,0.85,0.85,0.55,SETPOINT,SETPOINT,0.15,0.50,0.36
SUNDAY,16,1.00,0.90,0.90,0.65,SETPOINT,SETPOINT,0.15,0.50,0.33
SUNDAY,17,1.00,1.00,0.90,0.80,SETPOINT,SETPOINT,0.12,0.50,0.30
SUNDAY,18,0.95,0.95,0.85,1.00,SETPOINT,SETPOINT,0.10,0.50,0.25
SUNDAY,19,0.90,0.90,0.75,0.85,SETPOINT,SETPOINT,0.08,0.50,0.19
SUNDAY,20,0.85,0.80,0.65,0.65,SETPOINT,SETPOINT,0.08,0.50,0.14
SUNDAY,21,0.80,0.70,0.55,0.45,SETPOINT,SETPOINT,0.06,0.50,0.08
SUNDAY,22,0.78,0.65,0.45,0.35,SETPOINT,SETPOINT,0.05,0.50,0.04
SUNDAY,23,0.75,0.60,0.40,0.25,SETPOINT,SETPOINT,0.05,0.50,0.02
SUNDAY,24,0.75,0.60,0.35,0.20,SETPOINT,SETPOINT,0.05,0.50,0.00
